epoch,acc,loss,val_acc,val_loss
0,0.9996861268047709,0.0051309290771692365,0.9971751412429378,0.04553161014454762
1,1.0,6.2072581651502395e-06,0.9971751412429378,0.044382937713091944
2,0.9987445072190835,0.011250264870046597,0.9943502824858758,0.07510610347834812
